init,member,verifying,patterns,REOF1,REOF2,REOF3,REOF4,REOF5,REOF6,REOF7,REOF8,REOF9,REOF10
20260106,ens2,202602,DJF,0.77102,1.45354,-0.43544,-0.17481,0.06774,0.15256,-1.30685,-0.42178,-0.98912,0.28302
20260106,ens2,202603,MAM,-0.67918,1.25518,-1.78069,-0.13364,-0.19498,1.70644,-0.95723,-0.52012,-0.92569,-0.52533
20260106,ens3,202601,DJF,-0.03004,1.13263,-0.29292,0.32554,-0.02044,1.01726,0.57782,-1.17092,-3.10099,0.71927
20260106,ens3,202602,DJF,0.29162,0.69039,-0.56080,0.42852,0.61429,-0.43878,0.18275,-0.61630,-0.07923,0.71664
20260106,ens3,202603,MAM,-0.74684,0.46261,0.84288,-0.68908,-0.54950,0.32076,0.65854,0.32463,0.23245,-0.40976
20260106,ens4,202601,DJF,0.39710,0.69077,0.38248,0.38061,-0.06631,1.36213,0.39722,-0.88033,-2.61606,0.91695
20260106,ens4,202602,DJF,-1.05391,-0.59887,-0.11753,1.21247,1.16052,0.88317,-0.14204,0.32275,0.27102,2.27878
20260106,ens4,202603,MAM,2.06407,0.86368,1.91741,-1.32987,-0.85900,-0.86135,0.74302,0.43166,1.40142,0.77027
20260106,ens5,202601,DJF,-0.09886,-0.55211,0.26905,0.56649,1.05146,-0.72737,0.65057,-1.55502,-1.25070,0.39995
20260106,ens5,202602,DJF,-1.05671,-2.23756,-0.46086,0.75194,0.74192,-0.76613,0.30506,0.53794,0.77178,0.02153
20260106,ens5,202603,MAM,2.02990,-0.74842,1.64755,-0.27295,-0.34919,-1.91587,0.92288,-0.65710,-0.03151,0.42887
20260111,ens1,202601,DJF,-0.40985,0.25750,-0.86597,1.70339,-1.75459,1.91734,1.39100,1.42880,0.02937,1.77737
20260111,ens1,202602,DJF,0.30870,0.10965,0.03171,0.61345,0.80648,-0.03075,-0.46980,-2.28069,-0.54090,1.28373
20260111,ens1,202603,MAM,-0.81920,1.13428,-2.19735,-0.95217,0.96396,1.24740,-0.28118,0.89159,1.65402,-2.01755
20260111,ens2,202601,DJF,-1.44449,0.43740,0.52220,1.46190,-0.49007,0.32899,1.83572,0.10564,-1.52103,0.60451
20260111,ens2,202602,DJF,0.73819,1.32809,0.78681,-1.15296,0.47237,0.39865,-0.96156,-1.20957,-2.59850,-0.57539
20260111,ens2,202603,MAM,-0.23936,2.03155,0.41065,-0.34082,-1.33882,-0.43998,1.26668,-0.00563,-0.25785,-0.75935
20260111,ens3,202601,DJF,-0.77363,-0.32224,-0.19517,0.29733,-0.44289,-0.19631,2.16663,0.67618,-1.05350,0.04424
20260111,ens3,202602,DJF,-0.00453,-0.99012,-0.83683,0.21499,-0.58442,-0.16190,-1.11219,0.28204,0.80006,-0.37984
20260111,ens3,202603,MAM,-1.30605,1.15306,0.46035,1.80402,-1.35762,0.44766,-0.78654,0.64602,-1.42704,-0.92733
20260111,ens3,202604,MAM,-1.80999,-0.01661,-0.54739,-0.25825,-0.90870,0.79311,-1.68298,0.23358,0.50891,-0.10887
20260111,ens3,202605,MAM,-0.18093,-0.79435,-0.15665,-0.70571,-0.15835,-0.70702,-0.63751,-0.01026,-0.18143,-1.05472
20260111,ens3,202606,JJA,-0.36546,-0.77189,0.74263,2.92535,1.06608,1.07179,1.19802,-1.26197,1.36768,-0.14707
20260111,ens3,202607,JJA,0.38464,0.70478,1.50936,1.11834,2.35474,3.38340,2.63562,-0.50798,1.82037,0.59900
20260111,ens3,202608,JJA,-0.59271,0.09020,0.91143,1.21172,2.24105,0.09756,2.90999,0.88282,1.68162,-0.15421
20260111,ens3,202609,SON,-0.27262,1.14290,-1.49768,0.19996,-1.45509,-0.45058,0.71538,-0.00091,0.79775,-0.20375
20260111,ens4,202601,DJF,-0.43592,0.15135,-0.85536,1.24332,-1.12090,1.11726,1.71408,1.92110,-0.16237,0.82205
20260111,ens4,202602,DJF,0.33698,0.07888,-0.09726,0.59259,-0.20364,0.70970,0.39791,1.10010,0.45552,0.17236
20260111,ens4,202603,MAM,0.28239,-0.38095,0.05717,-0.91827,-1.76354,-0.37690,1.50145,1.49518,-0.17149,-0.88782
20260111,ens5,202601,DJF,-0.59016,-0.09909,-1.64062,1.44050,-2.16421,0.85724,1.98165,1.73873,0.65032,1.82109
20260111,ens5,202602,DJF,0.47344,1.07340,0.18227,-0.24921,0.93219,0.09285,0.77801,-0.85642,-0.91203,-0.71826
20260111,ens5,202603,MAM,-0.58763,-0.45760,-0.21517,-0.45951,-0.41268,-1.05315,-0.10130,0.57941,1.24514,-0.25009
20260116,ens1,202601,DJF,-0.11590,-0.27675,-0.77829,1.39525,-1.68177,1.43801,2.26372,2.81637,1.30442,0.84953
20260116,ens1,202602,DJF,0.52692,0.34566,-1.06835,-0.00230,0.87301,0.11112,0.68878,-0.66690,-1.04232,0.74534
20260116,ens1,202603,MAM,-1.12147,1.58364,-1.52965,-1.57876,-0.94780,0.57116,1.45306,0.22015,0.55136,-0.10179
20260116,ens2,202601,DJF,-0.18475,-0.27525,-0.19820,1.75438,-1.49919,1.50779,2.49275,2.46774,1.50566,0.83489
20260116,ens2,202602,DJF,-0.61740,0.23852,0.41047,-0.32894,0.76101,-0.68370,0.92285,-0.88936,-1.87833,-0.74501
20260116,ens2,202603,MAM,-1.27254,-0.93532,-0.40912,1.11760,-0.18116,0.94618,-1.89120,-0.84396,-1.19703,0.50563
20260116,ens2,202604,MAM,-1.08142,0.07721,-0.23388,0.11652,-1.86966,1.26310,0.30074,0.46817,0.13511,-0.24586
20260116,ens2,202605,MAM,-0.25327,-0.30621,-1.39724,0.49737,0.14310,1.00125,-1.87416,-0.16260,-0.04061,-0.76292
20260116,ens2,202606,JJA,-0.56739,-0.72158,-0.50965,0.22112,1.51459,-0.72774,1.10306,0.24973,0.87667,1.28095
20260116,ens2,202607,JJA,0.13124,-0.84438,0.58843,-0.37303,2.40321,1.25010,1.40957,0.25585,0.69124,-0.61584
20260116,ens2,202608,JJA,-0.30656,1.01722,1.52427,0.72161,0.87077,1.31522,2.93247,-0.10766,1.78278,0.82941
20260116,ens2,202609,SON,0.19649,-0.04954,-1.31216,0.08593,-2.21164,-1.54900,-0.29900,-0.43701,-0.47219,-1.18340
20260116,ens3,202601,DJF,-0.23861,-0.24588,-0.89154,0.69693,-1.76535,1.55773,2.29471,3.49448,0.98994,0.80300
20260116,ens3,202602,DJF,-1.37134,-0.39951,-0.17076,-0.22270,1.74230,0.56588,-0.63094,-0.64540,-0.72930,0.80857
20260116,ens3,202603,MAM,-0.36870,-1.25832,-0.28652,-0.50527,0.53697,0.05859,0.66103,0.37697,0.59699,0.35582
20260116,ens4,202601,DJF,0.43931,0.37730,0.03435,1.44901,-1.56173,1.57279,2.01045,2.79291,0.53043,-0.06701
20260116,ens4,202602,DJF,-0.54227,1.54320,-0.39852,0.36663,0.90490,1.20966,1.33311,1.55723,-0.12605,-1.58497
20260116,ens4,202603,MAM,0.16204,-1.46133,-1.26364,0.71831,-0.42958,0.12469,0.38184,-0.22161,-0.65303,-0.95302
20260116,ens4,202604,MAM,0.42451,-0.19543,-0.79363,0.47341,0.61960,1.14100,-0.62872,-0.59935,0.53235,-2.25805
20260116,ens4,202605,MAM,0.24856,0.09244,-0.97638,0.85937,2.09661,1.04970,0.04316,-0.15749,-1.47769,-0.50415
20260116,ens4,202606,JJA,-1.00353,-1.58857,-0.28827,1.18224,0.67070,-1.34602,1.27513,0.07188,0.32959,0.48985
20260116,ens4,202607,JJA,-0.47268,-0.91623,0.02399,1.07499,1.24513,0.69087,1.94129,0.23117,1.25627,0.75344
20260116,ens4,202608,JJA,-0.69520,0.67468,1.38802,0.73706,1.93809,2.14587,2.61532,-0.43353,1.96435,-0.81371
20260116,ens4,202609,SON,-2.27825,-0.08364,-0.32783,-0.04468,-0.57373,-0.79577,-0.88605,2.01115,1.55408,0.38517
20260116,ens5,202601,DJF,0.42948,0.43566,-0.35667,0.96377,-1.55731,1.56814,2.62079,3.16993,0.94368,0.18946
20260116,ens5,202602,DJF,-0.09755,0.70621,-0.22063,0.59074,-0.67726,0.43064,2.48713,0.00111,0.47204,0.60756
20260116,ens5,202603,MAM,-0.60947,1.76305,-0.38150,-1.76915,-1.45609,0.29314,1.14935,1.32899,0.40677,-1.80013
20260121,ens1,202601,DJF,-1.34274,-0.65053,-2.15000,0.54634,-2.55963,1.52167,1.33809,3.55711,0.41352,0.74109
20260121,ens1,202602,DJF,0.31461,-0.11269,-0.85652,-0.61088,0.08737,-0.26138,-1.23843,-0.58234,-0.43783,0.03340
20260121,ens1,202603,MAM,-0.64941,0.69865,1.16671,0.22360,0.33067,0.51421,0.65933,1.33328,-1.04165,-1.14249
20260121,ens2,202601,DJF,-1.36426,-0.62868,-2.04309,0.56224,-2.57838,1.40376,1.27288,3.17752,0.19931,0.74620
20260121,ens2,202602,DJF,-0.05090,-0.66514,1.00281,-1.90433,1.09042,0.21200,-1.42131,0.11433,-0.27181,-1.35216
20260121,ens2,202603,MAM,-1.51487,-0.03642,-1.01638,0.24885,-0.19017,1.79068,-0.11882,-0.94337,-1.40673,-0.86146
20260121,ens3,202601,DJF,-1.86387,-0.85444,-2.93750,0.68121,-2.46653,2.08005,1.46265,2.97822,0.22262,1.52713
20260121,ens3,202602,DJF,-1.13582,0.55839,-0.86700,-0.15715,1.11373,-0.80662,0.91454,-0.97329,-1.37986,0.40764
20260121,ens3,202603,MAM,1.22619,0.56971,0.94034,0.20890,2.26476,-0.03718,2.26190,-0.39378,0.03924,-0.49632
20260121,ens3,202604,MAM,0.91674,-0.24132,0.41120,0.04408,-0.34628,-0.70239,0.79832,0.32073,0.30980,-0.71449
20260121,ens3,202605,MAM,0.31314,1.10158,-0.79556,-0.59465,-1.65878,0.12837,0.67825,0.26598,0.37094,-1.24264
20260121,ens3,202606,JJA,0.12504,1.28702,1.25023,1.08717,0.14137,-0.76395,1.17805,2.09315,0.67750,-0.58459
20260121,ens3,202607,JJA,0.50932,1.95052,2.39578,0.32646,1.00542,1.14811,1.87836,-1.05194,1.30918,0.85607
20260121,ens3,202608,JJA,-0.13065,0.44207,1.03323,0.47396,1.48667,1.79908,2.48532,-0.14816,0.89994,0.54226
20260121,ens3,202609,SON,-1.35967,-0.08520,0.19972,-0.46448,0.02047,-0.27259,-1.61352,1.48116,0.36398,-0.59326
20260121,ens4,202601,DJF,-1.45374,-0.61719,-2.73768,0.26239,-2.81942,2.24438,1.15645,3.41523,0.94543,1.00362
20260121,ens4,202602,DJF,0.21694,-1.27735,-0.31076,-0.71261,-0.38206,0.17965,-0.44884,0.52828,-0.03895,-0.76126
20260121,ens4,202603,MAM,-0.12133,-0.21806,1.66953,-0.36204,-0.44021,-2.13795,0.84939,0.82190,1.03122,-0.32160
20260121,ens4,202604,MAM,-0.80457,1.12897,-1.56236,-1.73079,-1.64147,0.42011,0.42101,0.51725,-0.45774,-1.65136
20260121,ens4,202605,MAM,0.30009,0.30831,0.34797,0.11024,-1.02207,-0.03201,0.40961,0.44413,0.47144,-0.23285
20260121,ens4,202606,JJA,1.50734,0.68966,0.59802,-0.25757,2.58591,0.99167,2.23143,0.67229,2.21982,1.71042
20260121,ens4,202607,JJA,-0.36434,0.27691,1.76699,0.48240,1.68137,2.74334,2.84643,-0.96347,2.63852,0.75291
20260121,ens4,202608,JJA,-1.22772,-0.83058,1.08065,1.79647,0.97136,-0.80580,2.52410,1.12545,2.28835,0.63879
20260121,ens4,202609,SON,-0.66010,-0.13062,-0.64195,0.38896,-1.32264,-0.08404,-0.87084,-0.50078,1.26209,-1.80819
20260121,ens5,202601,DJF,-1.79883,-0.49291,-2.92342,0.33955,-1.97600,2.20356,0.91588,2.87530,0.31848,1.39409
20260121,ens5,202602,DJF,-0.23279,-0.82269,-1.53585,-0.84099,-0.00477,0.84901,-0.36321,-0.28165,-0.82972,0.11348
20260121,ens5,202603,MAM,0.20544,1.32688,-0.43235,-1.12381,-0.84385,0.55862,1.44815,0.07888,-1.18191,-1.20156
20260126,ens1,202601,DJF,-0.00000,0.00000,0.00000,-0.00000,0.00000,0.00000,0.00000,-0.00000,0.00000,-0.00000
20260126,ens1,202602,DJF,-0.91907,-0.07778,-0.79360,0.28299,-0.39206,-0.12585,-0.17234,0.17983,-0.17483,0.73779
20260126,ens1,202603,MAM,-0.98193,-0.17455,-1.32605,-2.24598,-0.12974,0.37700,-1.04991,1.82760,1.43379,-0.93402
20260126,ens2,202601,DJF,-0.00000,0.00000,0.00000,-0.00000,0.00000,0.00000,0.00000,-0.00000,0.00000,-0.00000
20260126,ens2,202602,DJF,-0.94966,-0.64818,-0.33324,0.08758,-0.14657,0.09598,0.78425,1.14118,-0.00607,0.80508
20260126,ens2,202603,MAM,0.74243,-0.26005,-0.44648,-0.39361,-0.94181,-0.12331,-0.42066,1.38623,1.07158,0.26244
20260126,ens3,202601,DJF,-0.00000,0.00000,0.00000,-0.00000,0.00000,0.00000,0.00000,-0.00000,0.00000,-0.00000
20260126,ens3,202602,DJF,-1.71116,-0.80064,-1.88091,-0.82524,0.06787,-0.17483,0.58553,1.62302,-0.97023,1.51712
20260126,ens3,202603,MAM,-0.63132,-0.69218,-0.86019,-0.21256,-0.63868,-1.21344,0.19282,0.20154,0.55455,-2.02671
20260126,ens4,202601,DJF,-0.00000,0.00000,0.00000,-0.00000,0.00000,0.00000,0.00000,-0.00000,0.00000,-0.00000
20260126,ens4,202602,DJF,-1.97969,-1.20424,-1.18598,0.18262,-0.29401,0.55260,-0.36976,0.87713,-0.96517,1.06158
20260126,ens4,202603,MAM,-0.55865,2.05292,-0.18212,-0.78496,-0.53051,-0.00428,1.17820,0.64254,-1.50533,-1.36807
20260126,ens5,202601,DJF,-0.00000,0.00000,0.00000,-0.00000,0.00000,0.00000,0.00000,-0.00000,0.00000,-0.00000
20260126,ens5,202602,DJF,0.31913,-0.13706,-0.06377,-1.03484,-0.68552,-0.16658,-1.25147,0.55424,-2.08294,-0.20655
20260126,ens5,202603,MAM,0.70611,-0.95376,0.34423,-1.42354,2.37392,-0.74220,0.09875,0.47959,0.93891,0.48964
20260131,ens1,202601,DJF,-0.00000,0.00000,0.00000,-0.00000,0.00000,0.00000,0.00000,-0.00000,0.00000,-0.00000
20260131,ens1,202602,DJF,-2.69447,-0.58278,-0.76005,1.72231,0.46195,0.52819,0.72694,0.46524,0.41768,1.23193
20260131,ens1,202603,MAM,0.97174,-0.05049,0.46856,-1.37243,0.67403,-0.86063,-1.29991,0.74644,0.77648,-0.33080
20260131,ens10,202601,DJF,-0.00000,0.00000,0.00000,-0.00000,0.00000,0.00000,0.00000,-0.00000,0.00000,-0.00000
20260131,ens10,202602,DJF,-2.16618,-0.12404,-0.31106,1.75057,-0.18475,0.39944,1.19915,1.29713,0.69922,0.91015
20260131,ens10,202603,MAM,2.74023,0.96743,1.65164,0.87783,-0.01341,-2.50924,1.88019,0.16952,0.11983,-0.21855
20260131,ens11,202601,DJF,-0.00000,0.00000,0.00000,-0.00000,0.00000,0.00000,0.00000,-0.00000,0.00000,-0.00000
20260131,ens11,202602,DJF,-1.49608,-0.27752,-1.05371,-0.03829,0.05841,0.81529,-0.24016,0.45335,0.53187,0.55765
20260131,ens11,202603,MAM,0.58256,0.42839,-1.15899,-0.96310,0.16584,-0.31525,0.40895,1.21708,1.28391,-0.75759
20260131,ens11,202604,MAM,1.12578,-0.81222,-1.41824,0.41503,0.77209,-0.82927,0.34366,0.38717,-0.22784,-0.67130
20260131,ens11,202605,MAM,-0.21203,0.18441,-1.36243,-0.60816,0.47708,-0.15728,-0.16899,-0.63703,0.32181,-0.85078
20260131,ens11,202606,JJA,0.37763,0.74798,1.46440,2.46078,0.51681,-0.31532,1.47424,0.12982,0.57021,0.96852
20260131,ens11,202607,JJA,0.29652,0.99387,1.29346,0.83362,2.00128,0.34140,2.88852,-1.80349,1.62212,1.11880
20260131,ens11,202608,JJA,-1.31652,0.21463,0.42201,-0.11599,1.61520,0.91579,2.26253,1.48472,1.63792,-0.85264
20260131,ens11,202609,SON,-0.09720,1.34370,-0.96959,0.11050,-1.55584,-0.77786,-0.71465,-0.54275,-0.39504,-0.84970
20260131,ens12,202601,DJF,-0.00000,0.00000,0.00000,-0.00000,0.00000,0.00000,0.00000,-0.00000,0.00000,-0.00000
20260131,ens12,202602,DJF,-2.82547,-0.80636,-1.87970,0.27628,-0.08890,1.06167,0.63636,0.87033,-0.02622,1.10469
20260131,ens12,202603,MAM,0.85420,1.16782,-0.45562,1.05250,0.19716,-0.14958,1.98921,-0.35365,-1.69914,-0.07843
20260131,ens12,202604,MAM,-0.53285,-0.74582,0.88746,-0.47430,-0.02392,-1.78372,-1.74373,0.64542,0.30786,-1.08735
20260131,ens12,202605,MAM,-0.00330,0.14335,0.19516,-1.02777,0.75802,-1.23241,-1.06624,0.90967,0.74867,-0.73157
20260131,ens12,202606,JJA,0.45231,1.14180,2.16859,0.47818,0.14325,0.04505,2.16618,-1.80553,2.07640,1.33083
20260131,ens12,202607,JJA,-1.43128,1.18372,1.31848,0.26290,1.90748,1.85486,2.39134,-0.35136,2.27712,0.31868
20260131,ens12,202608,JJA,-1.49759,0.91578,0.81529,0.09097,2.78260,1.85194,1.51033,0.42254,2.30602,-0.57429
20260131,ens12,202609,SON,-1.57217,0.09260,-0.94797,-0.92326,-0.26484,-1.84871,-1.88254,0.08554,-0.69007,-0.47335
20260131,ens13,202601,DJF,-0.00000,0.00000,0.00000,-0.00000,0.00000,0.00000,0.00000,-0.00000,0.00000,-0.00000
20260131,ens13,202602,DJF,-1.81567,-0.27205,-1.60736,0.54070,0.26112,1.14300,-0.08713,0.56959,0.07451,0.45492
20260131,ens13,202603,MAM,0.33310,1.39928,-0.49124,-1.01854,-0.47146,0.53977,1.82247,0.62039,-0.70770,-1.45018
20260131,ens14,202601,DJF,-0.00000,0.00000,0.00000,-0.00000,0.00000,0.00000,0.00000,-0.00000,0.00000,-0.00000
20260131,ens14,202602,DJF,-1.74842,-0.63989,-1.63439,0.24612,0.05878,0.71334,0.64667,-0.18144,0.33541,0.94532
20260131,ens14,202603,MAM,-1.17671,0.55578,-0.10653,-0.03828,-2.23694,0.83449,0.17340,0.77166,-0.77481,-0.66511
20260131,ens15,202601,DJF,-0.00000,0.00000,0.00000,-0.00000,0.00000,0.00000,0.00000,-0.00000,0.00000,-0.00000
20260131,ens15,202602,DJF,-2.90975,-0.75471,-1.74911,1.15369,0.12634,0.95025,0.66443,1.11300,-0.59381,1.50867
20260131,ens15,202603,MAM,0.97277,2.04280,1.03181,0.23210,-0.24747,-0.26587,1.28950,-0.66177,-0.86008,-1.76151
20260131,ens15,202604,MAM,0.72669,-0.18955,0.61081,-0.45797,-0.60300,-1.66692,0.76965,-0.57752,-0.30561,-2.27580
20260131,ens15,202605,MAM,0.55272,0.75647,0.08861,0.65091,-1.50659,-0.98798,0.95801,-0.73634,-0.74185,-1.84687
20260131,ens15,202606,JJA,0.74486,0.99483,1.05497,-1.03624,0.27574,2.04299,1.28883,0.27521,0.34816,0.09011
20260131,ens15,202607,JJA,0.41690,0.08157,0.36531,1.38652,1.75749,0.64307,1.74482,-0.53468,1.26869,1.19692
20260131,ens15,202608,JJA,-1.40624,0.25824,0.33612,0.63990,2.23467,2.23525,2.21833,-0.55135,1.87322,0.80976
20260131,ens15,202609,SON,-0.77780,-0.26617,0.07329,-0.21155,-0.28741,-1.61271,-1.30997,0.68626,-0.13841,0.13800
20260131,ens2,202601,DJF,-0.00000,0.00000,0.00000,-0.00000,0.00000,0.00000,0.00000,-0.00000,0.00000,-0.00000
20260131,ens2,202602,DJF,-1.73842,-0.07843,-1.44098,-0.08888,0.57446,0.82843,-0.02030,-0.81837,-2.36465,0.38216
20260131,ens2,202603,MAM,-0.62665,1.86839,-1.62373,-0.60697,0.24419,-0.25017,-0.31623,-0.48393,-0.00296,0.33732
20260131,ens3,202601,DJF,-0.00000,0.00000,0.00000,-0.00000,0.00000,0.00000,0.00000,-0.00000,0.00000,-0.00000
20260131,ens3,202602,DJF,-1.53530,-0.40025,-1.30132,0.46495,0.59602,0.69245,-0.48624,0.22224,-1.00277,1.12802
20260131,ens3,202603,MAM,0.08344,0.46525,0.26623,-0.27832,-0.56833,0.54176,-0.40351,1.00422,1.55187,-0.31873
20260131,ens4,202601,DJF,-0.00000,0.00000,0.00000,-0.00000,0.00000,0.00000,0.00000,-0.00000,0.00000,-0.00000
20260131,ens4,202602,DJF,-1.08245,0.45930,-1.63609,-0.40022,0.28014,1.25370,0.12256,0.84845,-1.14565,0.14813
20260131,ens4,202603,MAM,1.60269,1.81835,0.96231,-0.00508,-0.00014,-0.79642,1.52515,1.58422,0.73773,-0.27479
20260131,ens5,202601,DJF,-0.00000,0.00000,0.00000,-0.00000,0.00000,0.00000,0.00000,-0.00000,0.00000,-0.00000
20260131,ens5,202602,DJF,-1.55736,0.39908,-1.06107,0.73419,-0.01779,1.12799,0.32602,1.04720,-0.95571,-0.27218
20260131,ens5,202603,MAM,1.34256,0.52566,0.06018,0.16233,1.09367,-1.03935,-0.08421,0.08649,-0.45182,0.48819
20260131,ens5,202604,MAM,-0.38513,0.45193,0.22841,-0.73873,-0.09963,-1.06297,0.22951,0.82006,0.58508,-1.17830
20260131,ens5,202605,MAM,-0.10855,1.06923,0.38975,-1.39545,-1.84553,-0.85513,0.59915,-0.31988,0.50789,-1.82038
20260131,ens5,202606,JJA,-0.37243,-1.11905,-0.07337,-1.30940,1.79337,1.30216,-0.20738,-0.11799,1.53491,0.00665
20260131,ens5,202607,JJA,-0.55973,-0.72372,0.11362,1.26923,2.20872,1.31096,1.59625,-0.68149,1.82320,0.04406
20260131,ens5,202608,JJA,-0.20768,0.47614,1.29300,0.44896,3.12633,0.85422,1.93966,-0.73990,1.90158,-0.80654
20260131,ens5,202609,SON,-1.69678,0.68829,0.22565,0.90367,0.25132,-0.62108,-0.62002,0.69543,0.69185,-0.16290
20260131,ens6,202601,DJF,-0.00000,0.00000,0.00000,-0.00000,0.00000,0.00000,0.00000,-0.00000,0.00000,-0.00000
20260131,ens6,202602,DJF,-2.13282,-0.84909,-1.61513,-0.03798,-0.31457,0.50565,0.01904,-0.07948,0.26763,0.21436
20260131,ens6,202603,MAM,-0.22417,0.88806,-0.38734,-0.34221,-0.06041,0.74216,-0.95963,0.59661,0.20903,0.12249
20260131,ens7,202601,DJF,-0.00000,0.00000,0.00000,-0.00000,0.00000,0.00000,0.00000,-0.00000,0.00000,-0.00000
20260131,ens7,202602,DJF,-2.02548,-0.11978,-0.42514,0.97288,0.11372,0.54637,0.32827,-0.18429,0.77315,0.29755
20260131,ens7,202603,MAM,1.14733,0.95609,-1.20134,0.43262,0.68035,0.85381,1.18854,-0.64518,-0.89856,-1.69587
20260131,ens8,202601,DJF,-0.00000,0.00000,0.00000,-0.00000,0.00000,0.00000,0.00000,-0.00000,0.00000,-0.00000
20260131,ens8,202602,DJF,-2.34119,-0.71687,-1.72284,-0.50004,-0.25014,1.32912,0.85075,1.16657,0.54585,0.26283
20260131,ens8,202603,MAM,-1.95478,-1.20597,-0.53171,0.81940,-1.20101,1.69639,0.62505,-1.66239,-1.15981,0.90298
20260131,ens9,202601,DJF,-0.00000,0.00000,0.00000,-0.00000,0.00000,0.00000,0.00000,-0.00000,0.00000,-0.00000
20260131,ens9,202602,DJF,-2.78277,-0.41781,-1.38388,0.14927,0.12289,1.24883,0.77339,1.11734,-0.04779,0.85776
20260131,ens9,202603,MAM,0.46233,-0.88825,-0.61296,-0.50955,-0.45926,0.77672,0.15153,0.30297,0.40235,-2.03218
